canonical_key,name,type,category,category_label,primary_muscle,primary_muscle_label,difficulty,equipments,instructions,safety_info,language,source,active
"fitos:remada-unilateral-no-cabo","Remada unilateral no cabo","strength","cabos","Cabos e polias","costas","Costas","intermediario","polia","Ajuste a polia e o acessório indicados. Assuma uma base estável, mantenha o tronco firme e execute remada unilateral no cabo sem usar impulso. Retorne de forma lenta, preservando a tensão do cabo.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:superman","Superman","strength","peso_corporal","Peso corporal","costas","Costas","iniciante","colchonete","Posicione o corpo de forma estável para superman. Ative o core, mantenha o alinhamento das articulações e execute em amplitude confortável, com ritmo controlado e respiração contínua.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:abducao-de-quadril-no-cabo","Abdução de quadril no cabo","strength","cabos","Cabos e polias","gluteos","Glúteos","iniciante","polia baixa|tornozeleira","Ajuste a polia e o acessório indicados. Assuma uma base estável, mantenha o tronco firme e execute abdução de quadril no cabo sem usar impulso. Retorne de forma lenta, preservando a tensão do cabo.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:abducao-lateral-deitada","Abdução lateral deitada","strength","peso_corporal","Peso corporal","gluteos","Glúteos","iniciante","colchonete","Posicione o corpo de forma estável para abdução lateral deitada. Ative o core, mantenha o alinhamento das articulações e execute em amplitude confortável, com ritmo controlado e respiração contínua.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:agachamento-sumo-com-halter","Agachamento sumô com halter","strength","pesos_livres","Pesos livres","gluteos","Glúteos","iniciante","halter","Prepare o equipamento e assuma uma base estável. Execute agachamento sumô com halter com coluna neutra, articulações alinhadas e amplitude confortável. Controle a fase de retorno e não use impulso para completar a repetição.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:avanco-lateral-com-halter","Avanço lateral com halter","strength","pesos_livres","Pesos livres","gluteos","Glúteos","intermediario","halter","Prepare o equipamento e assuma uma base estável. Execute avanço lateral com halter com coluna neutra, articulações alinhadas e amplitude confortável. Controle a fase de retorno e não use impulso para completar a repetição.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:coice-na-maquina","Coice na máquina","strength","maquinas","Máquinas e aparelhos","gluteos","Glúteos","iniciante","máquina de glúteos","Ajuste o equipamento ao seu corpo e selecione uma carga adequada. Estabilize o tronco, execute coice na máquina na amplitude confortável e retorne lentamente, mantendo o controle durante todo o movimento.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:coice-no-cabo","Coice no cabo","strength","cabos","Cabos e polias","gluteos","Glúteos","iniciante","polia baixa|tornozeleira","Ajuste a polia e o acessório indicados. Assuma uma base estável, mantenha o tronco firme e execute coice no cabo sem usar impulso. Retorne de forma lenta, preservando a tensão do cabo.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:donkey-kick","Donkey kick","strength","peso_corporal","Peso corporal","gluteos","Glúteos","iniciante","colchonete","Posicione o corpo de forma estável para donkey kick. Ative o core, mantenha o alinhamento das articulações e execute em amplitude confortável, com ritmo controlado e respiração contínua.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:elevacao-pelvica-com-barra","Elevação pélvica com barra","strength","pesos_livres","Pesos livres","gluteos","Glúteos","intermediario","barra|banco","Prepare o equipamento e assuma uma base estável. Execute elevação pélvica com barra com coluna neutra, articulações alinhadas e amplitude confortável. Controle a fase de retorno e não use impulso para completar a repetição.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:elevacao-pelvica-na-maquina","Elevação pélvica na máquina","strength","maquinas","Máquinas e aparelhos","gluteos","Glúteos","iniciante","máquina de hip thrust","Ajuste o equipamento ao seu corpo e selecione uma carga adequada. Estabilize o tronco, execute elevação pélvica na máquina na amplitude confortável e retorne lentamente, mantendo o controle durante todo o movimento.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:fire-hydrant","Fire hydrant","strength","peso_corporal","Peso corporal","gluteos","Glúteos","iniciante","colchonete","Posicione o corpo de forma estável para fire hydrant. Ative o core, mantenha o alinhamento das articulações e execute em amplitude confortável, com ritmo controlado e respiração contínua.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:maquina-abdutora","Máquina abdutora","strength","maquinas","Máquinas e aparelhos","gluteos","Glúteos","iniciante","máquina abdutora","Ajuste o equipamento ao seu corpo e selecione uma carga adequada. Estabilize o tronco, execute máquina abdutora na amplitude confortável e retorne lentamente, mantendo o controle durante todo o movimento.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:ponte-de-gluteos","Ponte de glúteos","strength","peso_corporal","Peso corporal","gluteos","Glúteos","iniciante","colchonete","Posicione o corpo de forma estável para ponte de glúteos. Ative o core, mantenha o alinhamento das articulações e execute em amplitude confortável, com ritmo controlado e respiração contínua.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:ponte-de-gluteos-com-halter","Ponte de glúteos com halter","strength","pesos_livres","Pesos livres","gluteos","Glúteos","iniciante","halter|colchonete","Prepare o equipamento e assuma uma base estável. Execute ponte de glúteos com halter com coluna neutra, articulações alinhadas e amplitude confortável. Controle a fase de retorno e não use impulso para completar a repetição.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:ponte-unilateral","Ponte unilateral","strength","peso_corporal","Peso corporal","gluteos","Glúteos","intermediario","colchonete","Posicione o corpo de forma estável para ponte unilateral. Ative o core, mantenha o alinhamento das articulações e execute em amplitude confortável, com ritmo controlado e respiração contínua.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:agachamento-profundo-assistido","Agachamento profundo assistido","mobility","alongamento_mobilidade","Alongamento e mobilidade","mobilidade","Mobilidade global","iniciante","apoio fixo","Adote a posição inicial de agachamento profundo assistido sem dor. Mova-se lentamente até sentir tensão confortável, mantenha a respiração contínua e retorne de forma controlada. Evite impulsos e respeite a amplitude individual.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Não force a articulação nem sustente posição dolorosa.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:alongamento-cruzado-de-ombro","Alongamento cruzado de ombro","mobility","alongamento_mobilidade","Alongamento e mobilidade","mobilidade","Mobilidade global","iniciante","peso corporal","Adote a posição inicial de alongamento cruzado de ombro sem dor. Mova-se lentamente até sentir tensão confortável, mantenha a respiração contínua e retorne de forma controlada. Evite impulsos e respeite a amplitude individual.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Não force a articulação nem sustente posição dolorosa.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:alongamento-de-adutores-borboleta","Alongamento de adutores borboleta","mobility","alongamento_mobilidade","Alongamento e mobilidade","mobilidade","Mobilidade global","iniciante","colchonete","Adote a posição inicial de alongamento de adutores borboleta sem dor. Mova-se lentamente até sentir tensão confortável, mantenha a respiração contínua e retorne de forma controlada. Evite impulsos e respeite a amplitude individual.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Não force a articulação nem sustente posição dolorosa.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:alongamento-de-biceps-na-parede","Alongamento de bíceps na parede","mobility","alongamento_mobilidade","Alongamento e mobilidade","mobilidade","Mobilidade global","iniciante","parede","Adote a posição inicial de alongamento de bíceps na parede sem dor. Mova-se lentamente até sentir tensão confortável, mantenha a respiração contínua e retorne de forma controlada. Evite impulsos e respeite a amplitude individual.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Não force a articulação nem sustente posição dolorosa.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:alongamento-de-dorsal-ajoelhado","Alongamento de dorsal ajoelhado","mobility","alongamento_mobilidade","Alongamento e mobilidade","mobilidade","Mobilidade global","iniciante","banco ou caixa","Adote a posição inicial de alongamento de dorsal ajoelhado sem dor. Mova-se lentamente até sentir tensão confortável, mantenha a respiração contínua e retorne de forma controlada. Evite impulsos e respeite a amplitude individual.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Não force a articulação nem sustente posição dolorosa.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:alongamento-de-extensores-do-punho","Alongamento de extensores do punho","mobility","alongamento_mobilidade","Alongamento e mobilidade","mobilidade","Mobilidade global","iniciante","peso corporal","Adote a posição inicial de alongamento de extensores do punho sem dor. Mova-se lentamente até sentir tensão confortável, mantenha a respiração contínua e retorne de forma controlada. Evite impulsos e respeite a amplitude individual.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Não force a articulação nem sustente posição dolorosa.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:alongamento-de-flexores-do-punho","Alongamento de flexores do punho","mobility","alongamento_mobilidade","Alongamento e mobilidade","mobilidade","Mobilidade global","iniciante","peso corporal","Adote a posição inicial de alongamento de flexores do punho sem dor. Mova-se lentamente até sentir tensão confortável, mantenha a respiração contínua e retorne de forma controlada. Evite impulsos e respeite a amplitude individual.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Não force a articulação nem sustente posição dolorosa.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:alongamento-de-gluteo-deitado","Alongamento de glúteo deitado","mobility","alongamento_mobilidade","Alongamento e mobilidade","mobilidade","Mobilidade global","iniciante","colchonete","Adote a posição inicial de alongamento de glúteo deitado sem dor. Mova-se lentamente até sentir tensão confortável, mantenha a respiração contínua e retorne de forma controlada. Evite impulsos e respeite a amplitude individual.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Não force a articulação nem sustente posição dolorosa.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:alongamento-de-panturrilha-na-parede","Alongamento de panturrilha na parede","mobility","alongamento_mobilidade","Alongamento e mobilidade","mobilidade","Mobilidade global","iniciante","parede","Adote a posição inicial de alongamento de panturrilha na parede sem dor. Mova-se lentamente até sentir tensão confortável, mantenha a respiração contínua e retorne de forma controlada. Evite impulsos e respeite a amplitude individual.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Não force a articulação nem sustente posição dolorosa.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:alongamento-de-peitoral-na-parede","Alongamento de peitoral na parede","mobility","alongamento_mobilidade","Alongamento e mobilidade","mobilidade","Mobilidade global","iniciante","parede","Adote a posição inicial de alongamento de peitoral na parede sem dor. Mova-se lentamente até sentir tensão confortável, mantenha a respiração contínua e retorne de forma controlada. Evite impulsos e respeite a amplitude individual.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Não force a articulação nem sustente posição dolorosa.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:alongamento-de-peitoral-na-porta","Alongamento de peitoral na porta","mobility","alongamento_mobilidade","Alongamento e mobilidade","mobilidade","Mobilidade global","iniciante","batente de porta","Adote a posição inicial de alongamento de peitoral na porta sem dor. Mova-se lentamente até sentir tensão confortável, mantenha a respiração contínua e retorne de forma controlada. Evite impulsos e respeite a amplitude individual.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Não force a articulação nem sustente posição dolorosa.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:alongamento-de-posteriores-sentado","Alongamento de posteriores sentado","mobility","alongamento_mobilidade","Alongamento e mobilidade","mobilidade","Mobilidade global","iniciante","colchonete","Adote a posição inicial de alongamento de posteriores sentado sem dor. Mova-se lentamente até sentir tensão confortável, mantenha a respiração contínua e retorne de forma controlada. Evite impulsos e respeite a amplitude individual.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Não force a articulação nem sustente posição dolorosa.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:alongamento-de-quadriceps-em-pe","Alongamento de quadríceps em pé","mobility","alongamento_mobilidade","Alongamento e mobilidade","mobilidade","Mobilidade global","iniciante","apoio opcional","Adote a posição inicial de alongamento de quadríceps em pé sem dor. Mova-se lentamente até sentir tensão confortável, mantenha a respiração contínua e retorne de forma controlada. Evite impulsos e respeite a amplitude individual.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Não force a articulação nem sustente posição dolorosa.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:alongamento-de-soleo-na-parede","Alongamento de sóleo na parede","mobility","alongamento_mobilidade","Alongamento e mobilidade","mobilidade","Mobilidade global","iniciante","parede","Adote a posição inicial de alongamento de sóleo na parede sem dor. Mova-se lentamente até sentir tensão confortável, mantenha a respiração contínua e retorne de forma controlada. Evite impulsos e respeite a amplitude individual.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Não force a articulação nem sustente posição dolorosa.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:alongamento-de-triceps-acima-da-cabeca","Alongamento de tríceps acima da cabeça","mobility","alongamento_mobilidade","Alongamento e mobilidade","mobilidade","Mobilidade global","iniciante","peso corporal","Adote a posição inicial de alongamento de tríceps acima da cabeça sem dor. Mova-se lentamente até sentir tensão confortável, mantenha a respiração contínua e retorne de forma controlada. Evite impulsos e respeite a amplitude individual.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Não force a articulação nem sustente posição dolorosa.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:alongamento-do-flexor-do-quadril-ajoelhado","Alongamento do flexor do quadril ajoelhado","mobility","alongamento_mobilidade","Alongamento e mobilidade","mobilidade","Mobilidade global","iniciante","colchonete","Adote a posição inicial de alongamento do flexor do quadril ajoelhado sem dor. Mova-se lentamente até sentir tensão confortável, mantenha a respiração contínua e retorne de forma controlada. Evite impulsos e respeite a amplitude individual.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Não force a articulação nem sustente posição dolorosa.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:alongamento-piriforme-em-figura-quatro","Alongamento piriforme em figura quatro","mobility","alongamento_mobilidade","Alongamento e mobilidade","mobilidade","Mobilidade global","iniciante","colchonete","Adote a posição inicial de alongamento piriforme em figura quatro sem dor. Mova-se lentamente até sentir tensão confortável, mantenha a respiração contínua e retorne de forma controlada. Evite impulsos e respeite a amplitude individual.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Não force a articulação nem sustente posição dolorosa.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:cat-cow","Cat-cow","mobility","alongamento_mobilidade","Alongamento e mobilidade","mobilidade","Mobilidade global","iniciante","colchonete","Adote a posição inicial de cat-cow sem dor. Mova-se lentamente até sentir tensão confortável, mantenha a respiração contínua e retorne de forma controlada. Evite impulsos e respeite a amplitude individual.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Não force a articulação nem sustente posição dolorosa.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:cobra-suave","Cobra suave","mobility","alongamento_mobilidade","Alongamento e mobilidade","mobilidade","Mobilidade global","iniciante","colchonete","Adote a posição inicial de cobra suave sem dor. Mova-se lentamente até sentir tensão confortável, mantenha a respiração contínua e retorne de forma controlada. Evite impulsos e respeite a amplitude individual.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Não force a articulação nem sustente posição dolorosa.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:extensao-toracica-no-rolo","Extensão torácica no rolo","mobility","alongamento_mobilidade","Alongamento e mobilidade","mobilidade","Mobilidade global","iniciante","rolo de liberação","Adote a posição inicial de extensão torácica no rolo sem dor. Mova-se lentamente até sentir tensão confortável, mantenha a respiração contínua e retorne de forma controlada. Evite impulsos e respeite a amplitude individual.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Não force a articulação nem sustente posição dolorosa.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:mobilidade-90-90-de-quadril","Mobilidade 90/90 de quadril","mobility","alongamento_mobilidade","Alongamento e mobilidade","mobilidade","Mobilidade global","iniciante","colchonete","Adote a posição inicial de mobilidade 90/90 de quadril sem dor. Mova-se lentamente até sentir tensão confortável, mantenha a respiração contínua e retorne de forma controlada. Evite impulsos e respeite a amplitude individual.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Não force a articulação nem sustente posição dolorosa.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:mobilidade-de-ombro-com-bastao","Mobilidade de ombro com bastão","mobility","alongamento_mobilidade","Alongamento e mobilidade","mobilidade","Mobilidade global","iniciante","bastão","Adote a posição inicial de mobilidade de ombro com bastão sem dor. Mova-se lentamente até sentir tensão confortável, mantenha a respiração contínua e retorne de forma controlada. Evite impulsos e respeite a amplitude individual.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Não force a articulação nem sustente posição dolorosa.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:mobilidade-de-tornozelo-na-parede","Mobilidade de tornozelo na parede","mobility","alongamento_mobilidade","Alongamento e mobilidade","mobilidade","Mobilidade global","iniciante","parede","Adote a posição inicial de mobilidade de tornozelo na parede sem dor. Mova-se lentamente até sentir tensão confortável, mantenha a respiração contínua e retorne de forma controlada. Evite impulsos e respeite a amplitude individual.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Não force a articulação nem sustente posição dolorosa.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:postura-da-crianca","Postura da criança","mobility","alongamento_mobilidade","Alongamento e mobilidade","mobilidade","Mobilidade global","iniciante","colchonete","Adote a posição inicial de postura da criança sem dor. Mova-se lentamente até sentir tensão confortável, mantenha a respiração contínua e retorne de forma controlada. Evite impulsos e respeite a amplitude individual.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Não force a articulação nem sustente posição dolorosa.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:rotacao-externa-de-ombro-com-apoio","Rotação externa de ombro com apoio","mobility","alongamento_mobilidade","Alongamento e mobilidade","mobilidade","Mobilidade global","iniciante","parede","Adote a posição inicial de rotação externa de ombro com apoio sem dor. Mova-se lentamente até sentir tensão confortável, mantenha a respiração contínua e retorne de forma controlada. Evite impulsos e respeite a amplitude individual.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Não force a articulação nem sustente posição dolorosa.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:rotacao-lombar-deitada","Rotação lombar deitada","mobility","alongamento_mobilidade","Alongamento e mobilidade","mobilidade","Mobilidade global","iniciante","colchonete","Adote a posição inicial de rotação lombar deitada sem dor. Mova-se lentamente até sentir tensão confortável, mantenha a respiração contínua e retorne de forma controlada. Evite impulsos e respeite a amplitude individual.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Não force a articulação nem sustente posição dolorosa.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:rotacao-toracica-em-quatro-apoios","Rotação torácica em quatro apoios","mobility","alongamento_mobilidade","Alongamento e mobilidade","mobilidade","Mobilidade global","iniciante","colchonete","Adote a posição inicial de rotação torácica em quatro apoios sem dor. Mova-se lentamente até sentir tensão confortável, mantenha a respiração contínua e retorne de forma controlada. Evite impulsos e respeite a amplitude individual.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Não force a articulação nem sustente posição dolorosa.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:world-greatest-stretch","World greatest stretch","mobility","alongamento_mobilidade","Alongamento e mobilidade","mobilidade","Mobilidade global","intermediario","colchonete","Adote a posição inicial de world greatest stretch sem dor. Mova-se lentamente até sentir tensão confortável, mantenha a respiração contínua e retorne de forma controlada. Evite impulsos e respeite a amplitude individual.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Não force a articulação nem sustente posição dolorosa.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:crucifixo-inverso-com-halteres","Crucifixo inverso com halteres","strength","pesos_livres","Pesos livres","ombros","Ombros","iniciante","halteres","Prepare o equipamento e assuma uma base estável. Execute crucifixo inverso com halteres com coluna neutra, articulações alinhadas e amplitude confortável. Controle a fase de retorno e não use impulso para completar a repetição.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:crucifixo-inverso-na-maquina","Crucifixo inverso na máquina","strength","maquinas","Máquinas e aparelhos","ombros","Ombros","iniciante","máquina peck deck invertida","Ajuste o equipamento ao seu corpo e selecione uma carga adequada. Estabilize o tronco, execute crucifixo inverso na máquina na amplitude confortável e retorne lentamente, mantendo o controle durante todo o movimento.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:crucifixo-inverso-no-cabo","Crucifixo inverso no cabo","strength","cabos","Cabos e polias","ombros","Ombros","intermediario","polia dupla","Ajuste a polia e o acessório indicados. Assuma uma base estável, mantenha o tronco firme e execute crucifixo inverso no cabo sem usar impulso. Retorne de forma lenta, preservando a tensão do cabo.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:desenvolvimento-arnold","Desenvolvimento Arnold","strength","pesos_livres","Pesos livres","ombros","Ombros","intermediario","halteres","Prepare o equipamento e assuma uma base estável. Execute desenvolvimento arnold com coluna neutra, articulações alinhadas e amplitude confortável. Controle a fase de retorno e não use impulso para completar a repetição.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:desenvolvimento-com-halteres-sentado","Desenvolvimento com halteres sentado","strength","pesos_livres","Pesos livres","ombros","Ombros","iniciante","halteres|banco","Prepare o equipamento e assuma uma base estável. Execute desenvolvimento com halteres sentado com coluna neutra, articulações alinhadas e amplitude confortável. Controle a fase de retorno e não use impulso para completar a repetição.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:desenvolvimento-militar-com-barra","Desenvolvimento militar com barra","strength","pesos_livres","Pesos livres","ombros","Ombros","intermediario","barra","Prepare o equipamento e assuma uma base estável. Execute desenvolvimento militar com barra com coluna neutra, articulações alinhadas e amplitude confortável. Controle a fase de retorno e não use impulso para completar a repetição.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:desenvolvimento-na-maquina","Desenvolvimento na máquina","strength","maquinas","Máquinas e aparelhos","ombros","Ombros","iniciante","máquina de desenvolvimento","Ajuste o equipamento ao seu corpo e selecione uma carga adequada. Estabilize o tronco, execute desenvolvimento na máquina na amplitude confortável e retorne lentamente, mantendo o controle durante todo o movimento.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:desenvolvimento-no-cabo","Desenvolvimento no cabo","strength","cabos","Cabos e polias","ombros","Ombros","intermediario","polia baixa","Ajuste a polia e o acessório indicados. Assuma uma base estável, mantenha o tronco firme e execute desenvolvimento no cabo sem usar impulso. Retorne de forma lenta, preservando a tensão do cabo.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:elevacao-em-y-no-cabo","Elevação em Y no cabo","strength","cabos","Cabos e polias","ombros","Ombros","intermediario","polia baixa","Ajuste a polia e o acessório indicados. Assuma uma base estável, mantenha o tronco firme e execute elevação em y no cabo sem usar impulso. Retorne de forma lenta, preservando a tensão do cabo.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:elevacao-frontal-com-barra","Elevação frontal com barra","strength","pesos_livres","Pesos livres","ombros","Ombros","intermediario","barra","Prepare o equipamento e assuma uma base estável. Execute elevação frontal com barra com coluna neutra, articulações alinhadas e amplitude confortável. Controle a fase de retorno e não use impulso para completar a repetição.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:elevacao-frontal-com-halteres","Elevação frontal com halteres","strength","pesos_livres","Pesos livres","ombros","Ombros","iniciante","halteres","Prepare o equipamento e assuma uma base estável. Execute elevação frontal com halteres com coluna neutra, articulações alinhadas e amplitude confortável. Controle a fase de retorno e não use impulso para completar a repetição.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
